eid,age,gender,maritalstatus,department,jobrole,education,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,Annualincome,relationshipsatisfaction,workinghrsperday,totalworkingyearsexperience,TrainingTime,WorkLifeBalance,BehaviourialCompetence,OntimeDelivery,TicketSolvingManagements,Projectevlaution,Workingfromhomeoroffice,Psychosocialindicators,overtime,attendance,effectedwithcorona,PercentSalaryHike,Netconnectivity,PerformanceRating
nHI105,32,m,married,Sales,Sales Executive,2,1,1,4,2,9,4,8,6,3,4,3,1,4,12,office,2,no,absent,no,1,yes,4
LtG994,41,m,married,Research & Development,Senior Manager R&D,3,4,3,1,3,18,3,8,4,1,2,0,3,4,12,office,1,no,present,yes,3,no,2
SUU351,34,m,single,Research & Development,Manufacturing Director,5,1,1,4,3,25,1,8,4,5,2,4,1,4,8,office,3,no,present,no,13,no,3
IWB107,34,f,single,Research & Development,Manager,3,1,1,3,1,6,4,8,5,6,2,4,4,4,5,office,3,yes,absent,no,12,no,1
mPv135,40,m,single,Sales,Sales Executive,2,3,4,3,1,19,4,8,6,1,1,5,3,4,12,home,1,no,absent,yes,1,no,3
ibg840,41,f,married,Sales,Sales Representative,3,4,1,1,4,20,2,8,19,3,3,5,1,5,8,home,4,yes,absent,no,12,no,1
Jzg468,50,m,single,Research & Development,Senior Manager R&D,5,3,4,2,1,19,2,8,3,6,1,5,1,5,6,home,1,yes,present,no,14,no,4
iXd546,43,m,single,Research & Development,Senior Manager R&D,1,1,1,2,4,14,4,8,23,3,4,5,4,4,5,home,4,no,absent,yes,2,no,2
llc861,32,m,single,Research & Development,Senior Manager R&D,3,2,3,3,4,25,2,8,15,6,4,3,2,5,9,home,4,no,absent,yes,5,yes,2
qzQ798,49,m,single,Research & Development,Laboratory Technician,1,4,3,5,2,23,3,8,13,5,2,2,3,1,9,home,2,yes,absent,no,7,no,4
wEz815,47,f,married,Research & Development,Senior Manager R&D,2,3,4,1,2,15,2,8,16,5,4,3,1,5,11,office,3,no,absent,yes,12,no,1
lRk404,46,m,single,Research & Development,Healthcare Representative,2,2,2,2,1,24,3,8,9,5,2,2,5,5,8,home,1,no,absent,yes,4,yes,1
YNS002,36,m,single,Research & Development,Senior Manager R&D,2,3,1,5,4,5,4,8,10,2,1,1,4,5,14,home,1,no,present,yes,7,no,1
JEu308,33,f,single,Research & Development,Senior Manager R&D,4,1,3,2,1,18,4,8,24,2,1,1,3,2,14,home,2,no,absent,no,1,yes,2
UkE584,32,m,single,Research & Development,Manager R&D,5,2,3,3,1,20,4,8,23,6,1,2,4,5,11,home,0,yes,present,no,11,no,3
GmI423,48,m,married,Human Resources,Human Resources,2,4,3,4,1,19,1,8,2,5,1,0,4,2,7,office,0,yes,present,no,13,no,1
Rpr738,39,m,single,Research & Development,Research Scientist,3,2,3,2,2,17,2,8,20,6,2,3,2,5,13,office,5,no,absent,no,15,no,3
ZMD410,49,f,single,Research & Development,Healthcare Representative,2,2,2,5,1,18,1,8,13,3,3,0,4,1,8,home,1,yes,absent,yes,14,yes,1
XIF998,38,m,married,Research & Development,Manager R&D,1,1,4,2,2,24,2,8,10,5,3,5,2,3,8,home,4,yes,present,yes,16,yes,1
Mso265,44,f,single,Research & Development,Manager R&D,5,1,4,3,4,6,2,8,11,2,1,1,2,4,10,office,3,yes,absent,yes,7,yes,2
QTg095,26,m,single,Research & Development,Manager,4,4,2,3,4,19,4,8,4,2,3,4,5,2,10,home,3,yes,absent,no,13,yes,1
MsC797,36,f,single,Research & Development,Manager R&D,5,2,2,1,3,6,4,8,9,5,3,3,1,1,4,home,0,yes,present,yes,10,no,3
Gxq101,32,m,married,Sales,Sales Executive,5,4,2,5,3,5,3,8,2,1,3,5,1,2,14,home,5,no,present,no,10,yes,3
IOA297,26,f,single,Sales,Sales Executive,2,3,3,4,3,25,2,8,2,5,2,3,3,5,7,home,5,no,absent,no,15,no,2
CRD120,44,m,married,Research & Development,Research Scientist,3,4,1,4,4,11,2,8,25,4,4,5,4,1,4,home,5,no,absent,yes,13,no,4
ikC801,36,f,married,Research & Development,Manager R&D,3,1,4,2,3,6,4,8,24,3,1,3,5,4,8,home,0,yes,present,no,3,no,4
XMa310,29,f,married,Sales,Sales Executive,5,2,2,2,1,9,3,8,13,4,4,2,5,4,9,home,3,no,absent,yes,3,yes,1
TRY343,32,m,single,Research & Development,Healthcare Representative,4,4,1,1,3,22,2,8,7,1,4,1,5,5,9,home,5,no,present,yes,3,yes,2
Jlx693,30,f,married,Sales,Sales Executive,1,1,1,3,4,6,3,8,24,6,4,0,3,1,12,home,4,no,absent,no,9,no,3
ahC746,39,f,single,Research & Development,Manager R&D,1,4,3,4,4,24,4,8,4,1,1,3,3,3,8,home,4,yes,present,yes,12,yes,2
vOP428,49,m,married,Research & Development,Manufacturing Director,2,3,4,1,4,19,4,8,16,4,4,1,4,2,13,office,1,yes,absent,no,13,no,3
HWY335,40,m,married,Sales,Manager,2,2,3,4,4,11,4,8,13,3,4,4,3,1,9,office,2,no,present,yes,13,yes,1
brM530,48,f,single,Sales,Sales Executive,2,2,4,1,3,22,2,8,2,3,3,1,5,4,10,office,5,yes,absent,yes,13,yes,1
iXV205,41,m,single,Research & Development,Healthcare Representative,1,4,1,1,3,10,3,8,15,2,1,0,1,1,9,home,4,yes,present,yes,11,yes,4
KMS353,41,m,single,Research & Development,Manager R&D,2,3,2,3,2,25,1,8,4,3,3,4,2,1,6,home,4,no,present,yes,13,no,3
EkG089,28,f,married,Research & Development,Laboratory Technician,2,2,1,4,3,11,1,8,14,2,3,3,3,3,12,home,3,yes,absent,no,10,no,1
YPg540,43,f,single,Research & Development,Manufacturing Director,1,3,1,1,1,25,1,8,1,4,4,5,2,1,14,office,3,no,absent,yes,3,yes,2
Wwn990,47,m,married,Sales,Sales Representative,5,1,3,5,3,10,2,8,17,6,1,3,4,1,9,office,1,yes,present,no,7,yes,4
Qwn606,42,f,single,Research & Development,Manager R&D,2,3,1,3,3,7,2,8,4,1,4,3,2,3,10,home,0,yes,present,yes,13,yes,4
ckx856,30,m,married,Sales,Sales Executive,4,3,3,3,4,23,3,8,6,4,4,1,2,3,7,office,0,yes,present,no,16,no,4
LXi295,47,f,single,Sales,Sales Executive,3,2,3,3,1,22,3,8,11,2,3,1,2,2,14,office,4,yes,present,yes,15,no,3
air832,28,f,single,Research & Development,Manager R&D,1,2,3,5,2,13,4,8,13,2,1,2,3,1,12,office,1,yes,present,no,1,no,3
TSA655,44,m,single,Research & Development,Research Scientist,2,3,2,3,2,18,1,8,6,4,1,1,4,4,5,office,4,no,absent,yes,12,yes,1
hpn968,31,f,single,Research & Development,Laboratory Technician,2,4,3,3,4,9,1,8,19,2,4,3,5,5,12,home,0,no,absent,yes,6,no,4
Jdr924,36,f,single,Research & Development,Manufacturing Director,3,4,1,4,1,16,2,8,6,5,1,3,1,5,10,home,2,no,absent,no,3,yes,2
FiQ190,48,m,married,Research & Development,Research Scientist,1,4,4,3,3,24,4,8,20,6,1,3,5,4,12,home,2,no,present,no,1,no,4
yVn999,50,m,single,Research & Development,Laboratory Technician,2,2,2,4,2,21,1,8,7,3,3,3,3,3,13,home,2,yes,present,no,7,yes,4
idf027,50,f,married,Sales,Sales Executive,5,3,1,4,3,14,2,8,13,5,2,4,2,5,14,home,0,yes,absent,no,7,no,2
YLW683,47,m,married,Research & Development,Laboratory Technician,2,3,2,3,4,20,4,8,13,1,2,1,3,2,12,home,5,no,absent,no,4,yes,4
xtS653,33,f,single,Research & Development,Laboratory Technician,2,3,3,2,1,5,2,8,12,4,2,0,1,4,10,office,2,no,present,yes,15,no,1
wPo387,37,m,single,Research & Development,Healthcare Representative,3,2,3,1,2,20,4,8,14,1,2,3,1,1,12,home,5,no,absent,no,3,yes,3
eqe350,28,f,single,Research & Development,Research Scientist,3,2,3,2,4,17,2,8,18,1,3,3,2,2,14,office,2,yes,present,yes,15,yes,1
oKR525,47,f,married,Sales,Sales Executive,3,3,4,2,1,25,3,8,2,3,3,0,3,1,4,office,3,no,present,no,3,no,3
uti658,46,m,single,Human Resources,Human Resources,1,4,1,4,1,16,3,8,9,5,1,5,3,4,14,office,0,yes,present,yes,8,yes,3
MJu785,38,m,single,Sales,Sales Executive,1,1,2,5,1,9,2,8,12,4,1,4,3,4,9,office,5,yes,present,no,1,yes,3
Yta376,41,m,married,Research & Development,Research Director,2,3,3,2,2,15,2,8,20,6,2,3,2,3,4,office,1,yes,absent,yes,4,yes,1
ubs053,35,m,single,Sales,Sales Executive,1,1,4,4,3,20,1,8,10,2,4,4,2,3,12,home,0,no,present,no,15,yes,1
CWj383,45,m,single,Sales,Sales Executive,2,2,1,5,4,7,4,8,25,6,1,4,1,5,4,home,4,yes,present,yes,7,yes,2
Aja678,37,m,married,Research & Development,Laboratory Technician,4,3,1,4,3,18,2,8,9,3,2,4,4,4,9,office,2,yes,present,yes,6,no,3
ULW114,28,m,single,Research & Development,Manager R&D,3,1,4,5,4,11,3,8,17,1,1,2,5,1,10,home,4,yes,present,no,5,yes,3
ExO713,37,f,married,Research & Development,Manager R&D,1,1,2,2,3,9,2,8,17,2,4,5,5,3,13,office,0,yes,absent,no,13,yes,2
dzn096,33,m,single,Sales,Sales Executive,1,1,2,3,4,23,2,8,16,1,3,3,3,2,14,home,2,yes,present,yes,4,yes,4
DTz162,46,m,married,Research & Development,Research Scientist,5,4,3,3,3,12,4,8,16,6,3,3,4,5,6,office,1,no,absent,yes,14,yes,3
RCd269,35,m,single,Research & Development,Manufacturing Director,4,4,4,5,4,12,1,8,24,6,3,2,3,5,11,home,5,yes,present,yes,1,no,2
sGu404,42,f,single,Research & Development,Healthcare Representative,5,3,1,3,3,21,1,8,4,2,1,3,5,2,6,home,1,no,present,no,3,no,2
jbG853,33,m,married,Research & Development,Laboratory Technician,1,2,4,4,3,10,3,8,14,4,2,1,1,4,9,home,0,yes,absent,no,1,yes,1
hvE023,29,f,married,Sales,Sales Executive,2,3,1,5,3,9,1,8,17,6,3,2,3,4,11,home,1,yes,present,no,11,no,2
neQ002,37,f,married,Sales,Sales Representative,1,3,4,4,1,12,3,8,3,4,1,2,1,4,9,office,3,no,absent,yes,14,yes,1
YtV275,33,f,single,Research & Development,Manager,5,4,3,2,2,6,2,8,1,5,1,5,4,3,9,office,2,yes,absent,yes,9,no,3
Zxf601,40,m,single,Research & Development,Manager R&D,3,3,2,5,3,10,2,8,3,3,4,3,1,3,7,home,0,yes,present,yes,7,no,2
GDu115,25,m,married,Research & Development,Research Scientist,2,1,3,3,1,14,3,8,10,6,3,5,4,2,11,home,4,yes,present,no,10,yes,4
xrf685,38,m,married,Research & Development,Manager R&D,1,1,4,5,2,16,3,8,22,4,3,5,2,4,4,home,1,no,present,yes,8,yes,3
Qtv539,32,m,single,Research & Development,Manufacturing Director,1,1,4,2,1,22,2,8,16,1,3,2,5,2,14,home,0,yes,present,yes,2,yes,2
Jqr461,44,m,single,Research & Development,Manager R&D,1,3,4,2,3,5,2,8,2,5,4,0,5,3,14,office,4,no,present,no,16,yes,2
KrD801,39,f,single,Research & Development,Manager R&D,2,2,3,5,2,12,3,8,9,1,1,1,4,4,5,office,3,yes,present,yes,13,no,1
Mrm040,41,f,married,Research & Development,Manager R&D,4,3,1,4,2,11,3,8,2,2,2,5,5,4,11,office,0,no,absent,yes,16,no,1
cbJ957,38,m,married,Sales,Manager,5,4,4,3,3,16,1,8,5,3,3,3,3,5,12,office,5,no,present,no,10,yes,2
HAq773,45,m,single,Research & Development,Research Scientist,4,2,2,3,1,16,3,8,8,3,2,1,1,4,7,home,0,no,present,yes,3,no,4
bme768,40,m,married,Human Resources,Human Resources,3,3,2,4,3,21,1,8,8,3,2,4,5,3,13,office,4,no,present,yes,15,yes,1
ybp154,44,f,single,Sales,Sales Executive,3,2,3,5,4,10,1,8,22,4,2,1,3,5,13,home,2,yes,absent,no,2,no,1
MPu690,32,m,married,Sales,Sales Executive,5,3,3,1,4,23,4,8,19,5,3,5,2,1,5,home,1,yes,present,yes,5,no,2
lxW113,48,f,married,Research & Development,Manager R&D,1,3,1,1,3,5,2,8,21,3,4,0,2,1,11,office,2,yes,present,no,15,yes,2
pqI731,34,f,married,Research & Development,Manager R&D,2,4,4,4,2,25,3,8,5,1,1,0,4,3,10,office,3,no,present,yes,10,no,1
tEH310,27,m,married,Sales,Sales Executive,4,1,3,1,4,13,1,8,13,6,3,5,2,2,7,office,0,no,present,no,12,no,3
ZZG482,25,f,married,Research & Development,Laboratory Technician,5,2,4,5,2,9,1,8,2,6,2,0,3,2,6,office,5,no,present,yes,1,yes,1
czs391,44,m,married,Sales,Sales Executive,2,4,1,1,1,20,2,8,25,1,1,5,2,4,4,office,0,no,absent,no,8,no,3
kcf303,25,m,single,Research & Development,Laboratory Technician,2,4,2,3,3,10,2,8,25,1,2,0,5,2,14,home,5,no,present,yes,12,yes,3
OxJ284,31,m,single,Research & Development,Research Scientist,2,3,4,3,4,25,3,8,14,2,2,5,4,4,10,home,5,no,present,no,5,no,4
MNV578,47,m,married,Human Resources,Human Resources,1,2,1,3,3,13,2,8,22,1,3,1,3,2,5,home,3,no,absent,no,1,yes,1
lPr176,50,f,single,Research & Development,Laboratory Technician,2,2,2,4,1,6,3,8,25,4,4,3,2,3,7,office,1,yes,present,no,9,yes,2
uUY744,34,f,married,Research & Development,Manager R&D,4,3,3,3,2,25,4,8,5,5,2,3,2,3,14,office,3,yes,absent,yes,10,yes,1
uJF854,50,m,single,Research & Development,Manufacturing Director,2,4,4,2,4,13,4,8,12,1,1,0,1,5,4,home,5,no,absent,no,8,yes,1
Yij006,35,f,single,Research & Development,Research Scientist,5,2,2,5,3,6,1,8,25,1,4,3,1,4,14,office,2,yes,present,yes,5,no,4
LEM482,27,m,married,Sales,Sales Executive,5,2,2,3,1,15,4,8,7,1,1,1,3,4,11,home,2,no,present,yes,9,yes,2
uvd100,33,m,married,Research & Development,Research Director,3,4,3,3,3,21,1,8,3,5,2,4,3,4,14,home,0,yes,present,no,16,yes,4
mvz359,44,f,married,Research & Development,Manager R&D,2,1,3,4,3,12,3,8,19,6,3,2,4,4,7,office,1,no,present,no,4,no,4
SOj856,43,m,single,Research & Development,Manufacturing Director,5,1,1,1,2,13,3,8,14,3,2,4,3,1,4,office,1,yes,absent,yes,7,no,4
hDQ323,44,m,married,Research & Development,Manager R&D,4,4,4,5,1,11,2,8,23,6,2,1,1,1,8,home,5,yes,absent,yes,13,no,1
yuq118,35,m,married,Research & Development,Research Scientist,4,4,4,5,4,21,4,8,20,3,2,4,3,4,8,home,0,no,absent,no,6,no,3
vfh139,41,f,married,Research & Development,Research Director,1,4,3,1,3,19,4,8,2,1,3,4,2,1,11,office,4,yes,present,no,10,no,2
KJT788,27,f,married,Research & Development,Manager R&D,5,1,2,4,1,22,1,8,3,4,3,5,1,3,8,home,4,no,absent,yes,4,no,1
YIu430,43,f,married,Research & Development,Research Director,1,4,2,5,4,17,4,8,3,4,2,1,5,4,11,home,5,yes,present,yes,10,no,2
QBI397,41,f,single,Research & Development,Manager R&D,1,3,3,3,3,12,4,8,23,3,3,2,2,5,8,office,2,yes,present,yes,14,no,2
PAU629,46,m,single,Research & Development,Research Scientist,4,3,4,5,4,6,2,8,5,6,3,4,1,3,12,home,1,yes,absent,no,16,no,2
iGt854,30,m,single,Research & Development,Laboratory Technician,3,2,3,2,4,6,3,8,13,2,2,5,2,4,11,home,5,no,absent,yes,7,no,3
myy543,46,m,married,Research & Development,Manager R&D,1,3,3,3,4,20,3,8,2,2,4,3,2,4,7,office,1,yes,present,yes,6,no,3
aRt505,45,f,married,Research & Development,Research Director,3,3,1,2,2,9,1,8,2,5,3,5,4,2,4,office,2,yes,absent,yes,16,yes,3
KaV222,42,f,single,Research & Development,Research Director,4,1,4,1,2,19,3,8,17,2,4,3,2,4,12,office,1,yes,absent,no,16,no,4
Lpl803,41,m,married,Sales,Manager,5,3,2,1,4,23,2,8,18,6,2,5,3,2,13,home,2,no,absent,no,8,no,2
QIb556,50,m,married,Research & Development,Research Scientist,4,4,1,3,3,13,4,8,15,4,4,0,3,2,5,home,5,no,present,yes,10,yes,1
DXk855,30,f,single,Research & Development,Research Scientist,5,2,3,5,3,12,1,8,2,3,1,5,2,3,9,home,1,yes,present,no,14,yes,1
qJH613,40,f,married,Sales,Manager,3,1,1,2,4,23,3,8,17,4,2,5,1,4,4,office,2,yes,absent,yes,5,yes,3
ckF593,33,f,single,Research & Development,Healthcare Representative,2,2,4,2,2,13,2,8,23,5,1,1,2,4,12,home,4,no,absent,no,6,yes,3
Vwc228,48,f,married,Research & Development,Laboratory Technician,5,3,2,5,1,16,2,8,4,3,4,1,2,2,12,home,1,yes,absent,no,5,yes,4
Xsu919,30,f,married,Sales,Manager,3,1,1,2,4,23,2,8,8,1,1,2,3,5,8,home,1,yes,present,yes,13,yes,4
XPP962,39,f,married,Sales,Sales Executive,1,1,3,5,4,14,2,8,2,2,1,5,5,4,13,home,0,yes,present,no,8,no,1
QuB057,37,m,married,Sales,Manager,3,3,3,3,1,20,1,8,3,3,1,2,2,5,7,home,3,yes,present,yes,15,yes,3
etr842,36,m,married,Research & Development,Manager R&D,2,2,3,4,1,10,3,8,15,2,4,0,1,2,5,home,0,yes,absent,yes,11,no,4
NiD605,28,f,married,Research & Development,Laboratory Technician,1,4,1,5,1,15,1,8,22,2,3,3,3,2,6,home,0,yes,absent,no,2,yes,1
AgY306,34,f,single,Research & Development,Laboratory Technician,4,2,3,2,1,24,4,8,13,5,4,3,4,5,6,home,2,yes,absent,no,6,no,1
zYl109,38,m,married,Research & Development,Manager R&D,1,1,1,5,3,23,4,8,11,5,3,1,1,1,14,office,1,yes,present,yes,12,no,2
uhC174,27,m,single,Human Resources,Human Resources,2,2,1,2,2,21,2,8,15,2,1,3,3,1,6,office,0,no,absent,yes,3,no,1
FMN759,37,m,married,Research & Development,Research Scientist,1,2,4,2,4,5,3,8,5,4,3,0,4,5,9,office,5,yes,absent,no,11,no,3
feB620,31,m,married,Research & Development,Research Scientist,5,4,1,5,4,21,3,8,24,6,2,4,5,4,6,office,1,yes,absent,yes,14,yes,4
ArP978,45,f,married,Sales,Sales Executive,5,2,3,4,1,25,4,8,9,5,4,2,5,4,4,office,5,no,absent,no,14,no,1
HNb045,40,m,single,Research & Development,Manufacturing Director,3,3,3,4,2,12,3,8,18,3,1,5,5,4,9,home,0,no,absent,yes,13,yes,4
OKT547,46,m,single,Research & Development,Laboratory Technician,3,2,1,3,4,22,4,8,6,2,1,1,2,2,10,office,5,yes,absent,yes,3,yes,2
FQd479,35,m,single,Research & Development,Laboratory Technician,1,2,1,3,3,20,2,8,13,3,1,5,4,2,6,office,1,yes,absent,yes,3,no,1
riJ488,47,f,married,Research & Development,Manufacturing Director,5,3,4,4,3,24,2,8,15,5,3,3,4,3,5,office,3,no,present,no,13,yes,3
DGZ460,36,f,single,Research & Development,Laboratory Technician,2,3,2,2,3,17,2,8,23,1,3,4,3,2,10,office,4,no,present,yes,13,yes,2
apc577,38,m,single,Research & Development,Research Scientist,3,4,4,3,2,16,1,8,11,4,4,0,5,3,12,office,4,yes,present,yes,13,yes,3
GNN536,35,f,single,Research & Development,Research Scientist,1,4,3,4,1,6,2,8,8,6,4,0,1,2,14,office,3,yes,absent,yes,8,yes,2
kss750,45,m,married,Sales,Sales Executive,5,2,4,2,2,21,4,8,2,1,3,0,1,4,10,home,5,yes,present,no,5,no,1
rtZ757,28,m,single,Research & Development,Manager,3,4,4,2,4,13,1,8,4,4,2,3,1,2,4,home,1,no,present,yes,16,no,2
pXr405,45,m,single,Research & Development,Manager,2,2,1,1,4,18,3,8,14,1,4,5,4,1,4,home,3,no,absent,yes,9,no,1
cnm003,26,m,married,Research & Development,Research Scientist,3,4,4,3,3,23,3,8,11,1,2,5,4,4,14,home,0,no,present,no,5,no,4
cUX931,39,m,married,Research & Development,Manager R&D,1,1,2,3,2,15,4,8,22,6,3,2,3,5,12,office,5,yes,present,yes,2,no,3
JCV107,31,f,single,Research & Development,Healthcare Representative,1,2,3,4,2,11,4,8,17,4,1,5,2,3,5,home,0,no,absent,yes,1,yes,4
AgZ292,27,m,married,Human Resources,Human Resources,2,1,4,3,3,24,3,8,12,2,1,1,3,1,7,office,4,no,present,yes,8,yes,1
krD038,28,m,single,Research & Development,Manager R&D,5,2,1,1,2,15,4,8,10,3,3,0,4,5,11,home,0,no,present,no,15,yes,4
Vqx998,49,f,single,Research & Development,Manager R&D,3,1,1,2,1,15,4,8,3,4,2,3,3,5,8,home,3,no,absent,yes,7,no,2
MVM375,31,m,single,Sales,Sales Executive,1,4,2,2,4,8,2,8,1,3,3,0,2,1,10,office,0,yes,absent,yes,8,yes,4
SLz403,43,m,single,Sales,Sales Executive,2,2,2,3,2,19,4,8,3,2,2,3,4,4,13,home,3,no,absent,no,7,yes,4
NlA762,46,f,married,Sales,Sales Executive,5,1,2,3,4,18,2,8,2,3,1,0,1,1,6,office,0,yes,present,yes,13,no,1
xMp425,25,f,single,Sales,Sales Executive,2,1,1,1,3,25,3,8,3,2,4,5,2,3,4,home,5,no,present,no,4,no,3
Fto486,38,f,married,Research & Development,Manager,3,2,4,4,1,16,2,8,22,5,4,2,4,2,5,office,5,no,absent,no,15,no,1
Amd230,34,f,married,Human Resources,Manager,4,2,1,5,3,5,1,8,16,1,1,1,3,1,7,home,5,yes,absent,no,13,no,1
BUj760,44,f,single,Research & Development,Research Scientist,4,1,4,4,4,9,2,8,2,2,3,0,2,5,7,home,5,yes,absent,yes,8,yes,3
VAv486,37,f,married,Research & Development,Healthcare Representative,2,4,4,4,4,13,1,8,2,6,3,5,2,4,11,office,4,yes,present,no,12,yes,1
eBk931,42,f,single,Sales,Sales Executive,4,3,1,3,1,12,1,8,17,4,3,0,5,3,12,home,3,yes,absent,no,4,no,4
Qqw780,30,f,single,Research & Development,Research Scientist,4,2,3,3,2,22,3,8,18,3,4,1,2,4,7,home,2,no,present,yes,3,yes,2
uGd372,32,f,single,Human Resources,Manager,1,3,2,3,1,11,3,8,17,4,2,4,1,4,5,home,3,yes,absent,no,5,no,3
nFW554,35,f,single,Sales,Sales Executive,3,4,3,5,3,5,2,8,3,1,4,3,3,5,7,home,3,yes,absent,no,10,yes,3
aXD333,35,f,married,Sales,Sales Executive,5,3,3,4,2,15,4,8,11,6,3,5,2,3,6,office,2,no,absent,yes,5,no,3
hiZ457,35,m,single,Research & Development,Laboratory Technician,5,1,1,5,2,19,2,8,12,1,2,0,1,1,12,home,3,yes,absent,no,3,no,2
JFS677,36,m,single,Research & Development,Manufacturing Director,1,1,3,1,4,6,3,8,15,5,3,3,1,4,6,home,5,yes,absent,yes,5,no,1
Ive565,50,f,married,Research & Development,Laboratory Technician,2,2,4,5,4,23,1,8,12,5,4,1,1,3,6,office,0,no,absent,yes,15,yes,1
JzX566,33,f,single,Sales,Sales Executive,1,3,4,2,3,8,2,8,7,6,4,4,1,4,13,office,0,no,absent,no,1,yes,1
EOT319,41,m,single,Research & Development,Manufacturing Director,2,4,2,2,4,23,2,8,9,3,3,0,4,3,4,home,2,yes,absent,yes,9,yes,3
djJ998,47,f,single,Sales,Sales Representative,4,1,2,5,4,16,1,8,16,6,3,1,1,5,14,home,1,yes,absent,no,5,no,1
rxL909,28,f,single,Research & Development,Manager R&D,5,3,3,2,1,21,3,8,21,5,4,1,2,3,13,office,3,yes,present,yes,16,yes,2
QvC557,47,m,married,Research & Development,Manager R&D,5,1,1,4,4,8,2,8,1,1,4,1,4,3,12,home,5,yes,absent,yes,11,yes,2
sIs000,39,m,married,Research & Development,Laboratory Technician,3,1,1,2,2,10,3,8,2,4,1,1,3,5,9,office,4,yes,absent,yes,3,yes,4
UFd102,28,f,married,Sales,Sales Executive,5,2,1,1,4,5,3,8,15,4,1,5,1,1,14,home,1,yes,absent,no,8,no,3
wEu470,41,f,married,Sales,Sales Executive,3,1,1,2,4,21,3,8,1,6,3,2,4,1,12,office,2,yes,present,yes,6,yes,2
mIJ170,41,f,married,Research & Development,Manager R&D,2,4,2,5,4,10,4,8,8,4,4,1,4,4,6,home,5,no,absent,yes,15,no,2
OYo503,40,m,single,Research & Development,Research Scientist,4,2,2,4,3,10,1,8,10,4,4,5,4,2,10,home,4,yes,present,no,10,no,4
GAe488,40,f,married,Research & Development,Manager R&D,3,8,1,4,2,13,1,8,2,4,1,4,2,4,10,home,0,yes,absent,no,1,no,2
DUo459,25,f,married,Research & Development,Laboratory Technician,3,4,-1,2,1,15,3,8,1,2,2,1,5,1,14,home,2,yes,present,no,8,no,1
JXH980,34,m,single,Sales,Sales Representative,4,2,4,2,3,24,1,8,12,5,4,5,4,1,13,home,2,yes,present,no,14,yes,1
KRT361,25,f,married,Research & Development,Research Scientist,1,4,4,1,4,23,3,8,12,2,3,5,3,1,9,office,0,no,absent,yes,11,no,2
fAC879,36,f,married,Research & Development,Healthcare Representative,4,4,3,3,3,8,4,8,20,3,4,3,2,2,7,office,0,yes,present,yes,10,no,1
Zlk917,50,f,married,Sales,Sales Executive,3,4,3,5,3,25,1,8,17,2,3,3,5,2,9,home,2,yes,present,no,5,yes,1
HgL435,50,m,married,Sales,Sales Executive,1,3,3,4,1,10,4,8,16,5,4,2,1,4,12,home,0,yes,present,yes,16,yes,2
ajN613,35,m,single,Sales,Sales Executive,2,3,1,5,4,6,1,8,8,5,2,5,3,1,10,home,0,no,present,yes,8,yes,1
RaT691,49,f,single,Research & Development,Manager R&D,1,1,1,3,4,22,4,8,18,2,3,0,1,4,9,home,3,no,present,yes,10,yes,2
Xka492,45,f,single,Sales,Sales Executive,3,3,2,3,4,14,1,8,4,3,3,4,2,1,13,home,4,no,present,yes,3,yes,4
stF158,45,f,single,Sales,Sales Executive,5,3,4,4,4,12,2,8,14,1,1,4,4,3,8,home,3,yes,absent,no,12,no,4
Jdr656,36,m,single,Research & Development,Manager R&D,3,1,3,5,3,18,4,8,13,2,2,4,3,5,8,office,1,no,present,no,10,no,4
wvF122,31,m,married,Sales,Sales Executive,2,2,1,3,2,22,1,8,4,3,2,2,5,4,13,home,0,no,absent,yes,6,no,1
Xkp985,39,m,married,Research & Development,Manufacturing Director,1,4,2,4,2,21,2,8,4,1,3,3,3,5,5,home,0,no,present,no,2,no,1
Xbc545,34,m,single,Research & Development,Research Scientist,5,2,1,2,3,24,3,8,3,1,4,0,3,5,14,office,1,no,present,no,15,yes,3
YXo097,38,m,single,Sales,Sales Executive,1,3,2,4,2,5,2,8,24,1,4,0,3,5,6,home,3,yes,present,no,5,no,1
ucu476,33,f,single,Research & Development,Research Scientist,3,3,3,1,1,5,4,8,22,2,4,5,5,4,13,office,3,no,absent,no,14,yes,4
zVh659,35,m,single,Research & Development,Research Scientist,4,3,2,5,1,25,2,8,22,1,1,3,1,3,13,office,1,yes,present,yes,2,no,2
wpI007,48,f,married,Human Resources,Manager,3,1,1,3,4,11,2,8,21,1,4,1,2,1,10,office,2,no,absent,yes,10,yes,3
XSP027,40,m,married,Research & Development,Manager R&D,5,2,1,4,3,10,4,8,2,4,1,5,2,4,11,home,3,yes,present,no,10,no,3
vfP070,38,m,married,Research & Development,Manufacturing Director,2,4,1,4,4,14,4,8,4,6,4,2,1,4,10,office,1,no,present,yes,8,yes,2
Zvq323,42,f,married,Research & Development,Laboratory Technician,3,1,1,4,1,11,4,8,4,5,3,0,4,4,7,home,5,yes,present,no,1,yes,1
vMC434,43,m,married,Human Resources,Human Resources,2,4,3,1,4,19,4,8,16,1,3,3,2,1,14,office,0,yes,present,yes,3,yes,1
eCD107,38,f,married,Research & Development,Manager R&D,4,2,2,2,2,5,1,8,24,6,1,5,3,1,13,office,5,no,absent,yes,16,yes,2
